Date,Calories,Protein (g),Carbohydrates (g),Fat (g),Estimated Alcohol (g),missing_main_meal,Meal
2024-02-28,530.7,31.6,56.1,19.8,0.0,True,1
2024-02-29,47.4,3.1,4.1,2.0,0.0,True,1
2024-03-01,771.9,44.2,42.6,44.900000000000006,0.0,True,2
2024-03-02,1055.5,53.900000000000006,115.1,43.099999999999994,0.0,True,2
2024-03-07,560.2,4.8,39.2,17.0,33.214285714285715,True,2
2024-03-18,980.0,48.6,72.89999999999999,56.7,0.0,True,2
2024-03-19,1203.9,71.9,128.2,49.2,0.0,False,2
2024-03-20,824.9,32.2,126.1,25.6,0.0,True,3
2024-03-21,388.1,14.8,45.3,17.3,0.0,True,1
2024-03-22,1597.1,87.2,156.0,77.5,0.0,True,2
2024-04-15,521.8,28.4,67.3,14.5,0.0,True,1
2024-05-17,300.0,17.8,37.3,7.9,0.0,True,1
2024-05-24,683.6,44.1,72.3,24.0,0.0,True,2
2024-05-25,465.7,25.6,13.0,35.7,0.0,True,1
2024-05-28,206.0,19.6,0.0,14.2,0.0,True,1
2024-06-02,1430.1,112.4,104.3,67.8,0.0,False,4
2024-06-03,1497.6,117.4,170.4,43.5,0.0,False,4
2024-06-04,1146.9,104.9,70.4,50.900000000000006,0.0,False,3
2024-06-05,1529.6,119.9,109.9,70.8,0.0,False,4
2024-06-06,1380.8,106.9,117.5,55.2,0.0,False,4
2024-06-07,1545.6,125.0,128.2,60.6,0.0,False,4
2024-06-08,1211.7,117.0,87.9,41.5,0.0,True,2
2024-06-09,2704.7,128.2,278.7,120.80000000000001,0.0,False,4
2024-06-10,1256.5,59.7,130.0,57.2,0.0,False,4
2024-06-11,1284.5,79.4,100.0,63.6,0.0,False,4
2024-06-12,1337.1999999999998,83.8,95.7,69.8,0.0,False,4
2024-06-13,1349.9,102.89999999999999,81.4,69.5,0.0,False,4
2024-06-14,1095.6,74.8,98.5,45.199999999999996,0.0,False,4
2024-06-15,1077.8,55.0,58.9,70.9,0.0,False,1
2024-06-16,1046.6999999999998,58.0,83.9,52.7,0.0,False,2
2024-06-17,1169.1,91.10000000000001,95.0,47.9,0.0,False,4
2024-06-18,1123.5,94.2,101.1,40.4,0.0,False,3
2024-06-19,1270.8,86.3,140.4,40.0,0.0,False,4
2024-06-20,1420.6,89.9,158.1,50.5,0.0,False,3
2024-06-21,1575.0,81.4,175.9,65.8,0.0,True,3
2024-06-22,1196.5,74.3,86.1,62.7,0.0,False,3
2024-06-23,1345.7,110.9,91.10000000000001,60.1,0.0,False,4
2024-06-24,1161.9,76.4,70.7,68.10000000000001,0.0,False,4
2024-06-25,1390.0,110.9,104.4,62.800000000000004,0.0,False,4
2024-06-26,1303.8,120.5,103.2,47.8,0.0,False,4
2024-06-27,1312.7,122.4,103.0,47.8,0.0,False,4
2024-06-28,1219.8,71.5,93.0,65.0,0.0,False,4
2024-06-29,1164.8,83.6,56.199999999999996,68.60000000000001,0.0,False,4
2024-06-30,1464.0,98.19999999999999,138.5,59.9,0.0,False,4
2024-07-01,1415.6,81.5,143.9,59.099999999999994,0.0,False,4
2024-07-02,1181.5,78.9,73.30000000000001,64.4,0.0,False,4
2024-07-03,1527.3000000000002,73.3,167.10000000000002,62.2,0.0,False,4
2024-07-04,1330.9,65.19999999999999,134.4,59.6,0.0,False,4
2024-07-05,1715.9,95.69999999999999,157.6,78.5,0.0,False,4
2024-07-06,1694.6,102.8,177.2,64.5,0.0,False,4
2024-07-07,1665.6999999999998,95.3,130.39999999999998,86.8,0.0,False,4
2024-07-08,1419.1999999999998,81.5,143.9,58.8,0.0,False,3
2024-07-09,1637.6,99.1,114.60000000000001,40.1,61.42857142857143,False,4
2024-07-10,1119.6999999999998,81.5,117.0,36.4,0.0,False,4
2024-07-11,1716.3,90.3,98.0,108.0,0.0,False,4
2024-07-12,1591.7,84.10000000000001,86.7,102.9,0.0,False,4
2024-07-13,2213.1,87.4,265.1,93.8,0.0,False,4
2024-07-14,1331.4,70.5,129.7,58.400000000000006,0.0,False,4
2024-07-15,1734.1,93.8,162.8,80.3,0.0,False,4
2024-07-16,1438.9,93.7,119.4,67.5,0.0,False,4
2024-07-17,663.6,34.8,46.7,38.5,0.0,False,2
2024-07-18,1251.9,95.4,116.4,42.0,0.0,False,3
2024-07-19,1000.5,69.7,93.8,39.4,0.0,False,4
2024-07-20,806.5999999999999,56.0,81.1,29.1,0.0,False,2
2024-07-21,2133.0,92.5,207.4,105.99999999999999,0.0,False,4
2024-07-22,1681.1,114.6,136.6,74.0,0.0,False,4
2024-07-23,1319.9,87.1,107.80000000000001,62.4,0.0,False,4
2024-07-24,1541.2,75.7,144.0,77.2,0.0,False,3
2024-07-25,1505.2,87.6,101.2,85.8,0.0,False,4
2024-07-26,1590.0,106.1,146.9,63.0,0.0,True,2
2024-07-27,316.8,16.2,37.3,12.5,0.0,True,1
2024-07-28,822.0,45.5,82.9,35.8,0.0,False,2
2024-07-29,1144.5,62.8,83.3,64.6,0.0,False,3
2024-07-30,178.4,14.3,11.2,8.9,0.0,True,2
2024-07-31,2172.6,77.7,253.10000000000002,96.4,0.0,False,4
2024-08-01,772.0,47.0,88.2,27.0,0.0,False,4
2024-08-02,682.2,45.5,53.7,31.400000000000002,0.0,True,3
2024-08-03,156.0,9.4,11.2,8.6,0.0,True,1
2024-08-04,554.2,34.400000000000006,38.9,30.299999999999997,0.0,True,2
2024-08-05,1346.4,75.80000000000001,130.1,57.5,0.0,False,4
2024-08-06,1260.2,70.0,132.10000000000002,51.9,0.0,False,3
2024-08-07,1609.6999999999998,78.4,145.10000000000002,81.8,0.0,False,4
2024-08-08,1304.0,100.6,115.5,51.6,0.0,False,3
2024-08-09,1772.3,82.8,173.5,82.10000000000001,0.0,False,4
2024-08-10,1648.0,96.5,108.8,100.3,0.0,False,3
2024-08-11,2237.9,131.2,224.9,90.2,0.0,False,4
2024-08-12,1066.0,81.39999999999999,47.9,59.0,0.0,False,4
2024-08-13,739.6,57.3,41.6,36.0,0.0,False,3
2024-08-14,206.0,15.4,11.2,11.6,0.0,True,1
2024-08-15,1158.0,82.80000000000001,111.7,42.5,0.0,False,4
2024-08-16,626.3,34.5,63.6,26.299999999999997,0.0,True,2
2024-08-17,1403.2,60.5,117.4,79.5,0.0,False,4
2024-08-18,1448.4,67.2,156.6,62.7,0.0,False,4
2024-08-19,1416.3,72.5,180.0,46.8,0.0,False,4
2024-08-20,699.9,25.0,68.8,37.3,0.0,True,3
2024-08-21,1216.7,76.4,122.4,47.3,0.0,False,3
2024-08-22,522.6,37.2,60.699999999999996,14.0,0.0,True,2
2024-08-30,791.5,48.0,66.5,37.4,0.0,True,2
2024-08-31,301.0,11.8,27.7,16.0,0.0,True,1
2024-09-03,1048.0,86.5,88.2,40.4,0.0,False,4
2024-09-04,803.8,57.4,61.300000000000004,37.7,0.0,True,3
2024-09-06,584.9,46.199999999999996,53.2,21.5,0.0,True,2
2024-09-09,217.0,14.0,11.7,13.1,0.0,True,1
2024-09-11,718.9,54.300000000000004,47.800000000000004,36.5,0.0,True,3
2024-09-13,684.5,71.3,37.6,28.5,0.0,True,2
2024-09-14,642.0,34.4,45.2,35.6,0.0,True,2
2024-09-19,206.0,15.4,11.2,11.6,0.0,True,1
2024-09-20,776.0,47.9,75.6,33.0,0.0,True,2
2024-09-21,670.3,39.5,48.900000000000006,35.5,0.0,True,3
2024-09-22,428.0,9.2,38.1,26.8,0.0,True,2
2024-09-23,761.3,46.0,73.7,32.5,0.0,False,3
2024-10-05,137.8,7.2,10.8,7.8,0.0,True,1
2024-10-07,156.0,8.2,12.2,8.8,0.0,True,1
2024-10-08,837.3,32.6,102.89999999999999,35.4,0.0,True,2
2024-10-09,496.1,13.8,56.4,23.1,0.0,True,1
2024-10-13,349.0,9.899999999999999,45.2,14.9,0.0,True,2
2024-10-16,332.4,17.5,35.5,12.9,0.0,True,1
2024-10-28,874.9,32.0,101.3,37.1,0.0,False,2
2024-10-29,1458.9,55.2,161.89999999999998,65.3,0.0,False,3
2024-10-30,703.9,40.6,44.800000000000004,41.6,0.0,False,2
2024-10-31,1476.0,55.1,166.7,66.8,0.0,False,3
2024-11-01,1540.7,76.6,117.19999999999999,86.0,0.0,False,4
2024-11-02,1434.6000000000001,50.3,138.8,73.5,0.0,False,3
2024-11-03,1657.6000000000001,101.6,158.39999999999998,66.9,0.0,False,4
2024-11-04,1580.9,91.8,124.6,77.39999999999999,0.0,False,4
2024-11-05,1356.2,106.7,94.8,61.7,0.0,False,3
2024-11-06,673.6,54.0,47.900000000000006,29.900000000000002,0.0,False,2
2024-11-07,1354.5,58.8,161.10000000000002,53.199999999999996,0.0,False,3
2024-11-08,1384.6,64.5,114.7,76.69999999999999,0.0,False,3
2024-11-09,2219.5,54.5,257.5,108.89999999999999,0.0,False,4
2024-11-10,1063.7,90.0,80.7,43.5,0.0,False,3
2024-11-11,1346.3,71.7,159.1,45.7,0.0,False,3
2024-11-12,1671.4,81.9,152.9,83.8,0.0,False,4
2024-11-13,1335.6,90.5,121.7,54.9,0.0,False,4
2024-11-14,340.0,16.5,32.5,17.4,0.0,True,1
2024-11-18,1091.5,74.0,92.5,48.9,0.0,False,3
2024-11-19,885.6,28.2,124.7,33.8,0.0,True,3
2024-11-20,1526.1,73.2,176.0,60.0,0.0,False,4
2024-11-21,1662.1,81.0,133.7,78.9,0.0,False,4
2024-11-22,1337.6,68.4,137.2,58.699999999999996,0.0,False,4
2024-11-23,1459.9,52.400000000000006,176.10000000000002,60.8,0.0,False,3
2024-11-24,78.0,4.1,6.1,4.4,0.0,True,1
2024-11-25,453.2,14.2,59.800000000000004,20.200000000000003,0.0,True,2
2024-11-26,989.8,28.3,140.79999999999998,35.0,0.0,True,2
2024-11-27,501.8,34.8,46.9,15.9,0.0,True,2
2024-11-28,808.1,34.9,86.39999999999999,36.2,0.0,True,2
2024-12-02,1250.2,64.7,118.4,57.8,0.0,False,3
2024-12-03,1424.3,58.5,134.70000000000002,71.7,0.0,False,4
2024-12-04,1506.4,74.6,152.0,66.8,0.0,False,4
2024-12-05,1723.6000000000001,73.7,186.5,76.4,0.0,False,4
2024-12-06,1227.3,38.0,143.9,55.3,0.0,False,4
2024-12-07,1490.9,57.1,159.4,70.2,0.0,False,4
2024-12-08,1412.8,65.3,146.9,61.699999999999996,0.0,False,3
2024-12-09,1153.2,54.400000000000006,111.0,55.300000000000004,0.0,False,4
2024-12-10,956.8,46.8,115.2,34.5,0.0,True,3
2024-12-12,1397.6,89.3,120.10000000000001,63.0,0.0,False,4
2024-12-13,1751.4,83.69999999999999,170.10000000000002,83.3,0.0,False,3
2024-12-14,1732.9,111.10000000000001,141.2,77.5,0.0,False,4
2024-12-15,1261.1,75.0,120.9,53.400000000000006,0.0,False,3
2024-12-16,618.6,37.1,55.4,27.700000000000003,0.0,False,2
2024-12-17,1636.8000000000002,124.6,114.8,78.69999999999999,0.0,False,3
2024-12-18,1238.0,77.7,115.7,52.7,0.0,False,3
2024-12-19,1573.0,112.7,168.7,52.1,0.0,False,3
2024-12-20,1866.9,104.1,140.1,98.0,0.0,False,2
2024-12-21,2215.2,52.8,110.7,66.8,138.6,False,4
2024-12-22,1588.4,73.5,191.10000000000002,61.9,0.0,False,3
2024-12-23,820.0,45.400000000000006,91.4,29.5,0.0,False,2
2025-01-01,1080.0,78.9,110.30000000000001,36.5,0.0,True,3
2025-01-02,1416.9,116.1,102.1,60.099999999999994,0.0,False,3
2025-01-03,1350.8000000000002,109.5,96.39999999999999,58.1,0.0,False,4
2025-01-04,1217.7,84.4,107.1,49.2,0.0,False,3
2025-01-05,1315.1,107.6,119.7,44.9,0.0,False,4
2025-01-06,1407.6,104.9,112.3,61.6,0.0,False,4
2025-01-07,1328.9,61.8,111.2,71.1,0.0,False,3
2025-01-08,1228.5,76.60000000000001,79.5,70.7,0.0,False,3
2025-01-09,1512.9,83.60000000000001,149.9,67.9,0.0,False,4
2025-01-10,1274.6,69.4,124.5,57.900000000000006,0.0,False,3
2025-01-11,1579.8,61.2,119.19999999999999,53.3,57.371428571428574,False,4
2025-01-12,396.0,8.2,44.2,22.8,0.0,False,2
2025-01-13,552.5,44.6,61.5,15.7,0.0,False,2
2025-01-14,1312.1,65.4,155.7,45.6,0.0,True,3
2025-01-15,636.4,29.400000000000002,62.1,30.2,0.0,False,3
2025-01-16,1739.7,73.7,138.10000000000002,64.4,41.58571428571429,False,4
2025-01-17,1303.8,66.8,112.7,64.7,0.0,False,3
2025-01-18,1140.6,82.5,97.89999999999999,42.9,0.0,False,3
2025-01-19,1290.0,89.6,129.9,42.7,0.0,False,3
2025-01-20,390.0,16.3,53.8,12.2,0.0,False,2
2025-01-21,2357.0,67.6,294.3,102.1,0.0,False,4
2025-01-22,1421.4,92.3,171.5,43.6,0.0,False,3
2025-01-23,699.5,36.400000000000006,48.0,42.599999999999994,0.0,False,2
2025-01-24,1386.9,69.9,141.0,64.8,0.0,False,3
2025-01-25,1373.8,70.30000000000001,124.6,69.0,0.0,False,4
2025-01-26,1293.8,69.0,125.69999999999999,56.4,0.0,False,3
2025-01-27,1438.6000000000001,81.2,161.6,52.5,0.0,False,4
2025-01-28,1408.8,87.4,114.9,65.9,0.0,False,4
2025-01-29,1246.4,86.4,109.6,54.7,0.0,False,3
2025-01-30,1484.3000000000002,88.2,175.1,47.0,0.0,False,4
2025-01-31,1417.1,92.4,139.2,55.2,0.0,False,4
2025-02-01,1155.0,75.4,69.0,64.2,0.0,False,4
2025-02-02,728.4,44.4,72.3,28.1,0.0,False,2
2025-02-03,1450.8,55.3,143.70000000000002,73.9,0.0,False,4
2025-02-04,1381.1999999999998,56.9,119.9,75.5,0.0,False,4
2025-02-05,1453.6,115.80000000000001,66.6,79.89999999999999,0.0,False,4
2025-02-06,2382.2000000000003,116.10000000000001,292.4,88.6,0.0,False,4
2025-02-07,1419.1,101.3,101.4,66.69999999999999,0.0,False,4
2025-02-08,158.4,8.4,11.2,8.8,0.0,False,1
2025-02-09,1599.9,68.89999999999999,158.4,75.9,0.0,False,4
2025-02-10,1286.6,94.0,109.6,52.3,0.0,False,3
2025-02-11,740.6999999999999,55.199999999999996,57.7,31.7,0.0,False,2
2025-02-12,1589.5,74.3,189.0,62.2,0.0,False,4
2025-02-13,1146.6,61.5,118.2,51.3,0.0,False,3
2025-02-14,1261.0,84.3,90.0,61.5,0.0,False,3
2025-02-15,1227.3,53.8,154.9,40.2,0.0,False,2
2025-02-16,1241.8,68.9,129.0,51.1,0.0,False,3
2025-02-17,1458.8000000000002,97.50000000000001,161.29999999999998,52.9,0.0,False,4
2025-02-18,1443.8999999999999,103.6,122.7,61.6,0.0,False,4
2025-02-19,1448.5,84.4,132.1,64.3,0.0,False,4
2025-02-20,1450.3,104.2,140.5,55.400000000000006,0.0,False,4
2025-02-21,1218.8,83.8,119.3,46.400000000000006,0.0,False,3
2025-02-22,1849.4,103.0,210.8,67.4,0.0,False,4
2025-02-23,1868.8000000000002,104.60000000000001,177.7,85.3,0.0,False,4
2025-02-24,1677.5,114.2,159.8,65.7,0.0,False,4
2025-02-25,1704.3999999999999,94.69999999999999,167.3,79.6,0.0,False,4
2025-02-26,893.6999999999999,43.8,88.60000000000001,44.099999999999994,0.0,False,2
2025-02-27,1653.4,94.3,143.2,81.5,0.0,False,4
2025-02-28,1720.6,93.19999999999999,210.5,57.4,0.0,False,4
2025-03-01,1325.4,67.4,107.0,69.7,0.0,False,3
2025-03-02,1447.8,96.0,125.2,65.0,0.0,False,4
2025-03-03,1451.6,106.4,122.7,61.2,0.0,False,4
2025-03-04,1450.8000000000002,68.3,141.5,71.0,0.0,False,3
2025-03-05,1188.0,84.3,73.9,62.5,0.0,False,3
2025-03-06,1432.6,108.1,112.8,61.5,0.0,False,4
2025-03-07,1336.5,79.6,58.9,89.60000000000001,0.0,False,4
2025-03-08,1414.3,68.7,85.5,90.6,0.0,False,4
2025-03-09,1449.0,86.7,79.80000000000001,89.3,0.0,False,4
2025-03-10,1456.6999999999998,71.19999999999999,133.8,75.3,0.0,False,4
2025-03-11,1510.2,88.9,134.4,70.3,0.0,False,4
2025-03-12,1450.7,96.7,134.5,59.800000000000004,0.0,False,4
2025-03-13,1649.5,95.5,152.9,74.9,0.0,False,4
2025-03-14,1387.0,82.9,110.9,67.3,0.0,False,3
2025-03-15,2084.0,83.3,246.0,83.7,0.0,False,3
2025-03-16,1032.7,54.7,114.8,41.1,0.0,False,3
2025-03-17,1507.9,103.6,170.8,48.00000000000001,0.0,False,4
2025-03-18,1512.9,77.9,134.9,71.1,0.0,False,4
2025-03-19,1618.9,92.1,160.8,69.3,0.0,False,4
2025-03-20,1644.2,100.1,163.3,65.5,0.0,False,4
2025-03-21,1403.1000000000001,80.5,115.8,69.1,0.0,False,3
2025-03-22,1953.3,93.3,228.1,75.8,0.0,False,4
2025-03-23,1220.5,76.0,133.0,46.8,0.0,False,3
2025-03-24,1398.4,107.1,82.0,71.6,0.0,False,4
2025-03-25,1526.3,94.5,91.3,86.3,0.0,False,4
2025-03-26,1471.5,78.3,139.6,67.5,0.0,False,4
2025-03-27,1411.7,83.7,126.10000000000001,64.2,0.0,False,4
2025-03-28,1283.8999999999999,84.7,122.2,50.400000000000006,0.0,False,4
2025-03-29,997.3,64.7,86.3,40.8,0.0,False,3
2025-03-30,996.8,35.0,85.0,55.8,0.0,False,3
2025-03-31,1146.4,38.7,104.6,65.3,0.0,False,3
2025-04-01,1893.5,87.89999999999999,206.3,81.8,0.0,False,4
2025-04-02,1542.6999999999998,88.2,151.5,64.7,0.0,False,4
2025-04-03,1678.3,94.5,153.0,79.8,0.0,False,4
2025-04-04,1634.8,97.8,153.1,74.9,0.0,False,4
2025-04-05,1768.6,104.5,150.4,83.3,0.0,False,3
2025-04-06,1093.1,55.8,133.2,36.1,0.0,False,3
2025-04-07,1163.3,93.1,96.1,49.099999999999994,0.0,False,3
2025-04-08,1310.3999999999999,77.4,91.9,74.39999999999999,0.0,False,3
2025-04-09,1855.3,97.8,170.7,89.9,0.0,False,4
2025-04-10,1197.1999999999998,56.2,114.8,58.900000000000006,0.0,False,3
2025-04-11,1998.0,116.30000000000001,174.3,91.6,0.0,False,4
2025-04-12,1265.6,85.80000000000001,107.6,54.8,0.0,False,3
2025-04-13,1262.4,83.4,126.8,47.8,0.0,False,3
2025-04-14,1569.6999999999998,99.3,136.8,54.6,24.571428571428573,False,4
2025-04-15,1453.8,106.7,121.2,64.2,0.0,False,4
2025-04-16,1438.8000000000002,75.6,137.3,66.0,0.0,False,3
2025-04-17,1817.8,66.6,181.5,92.2,0.0,False,4
2025-04-18,1001.8,49.2,105.0,43.8,0.0,False,3
2025-04-19,554.0,25.0,37.0,36.1,0.0,True,1
2025-04-20,1540.3,79.9,145.7,71.1,0.0,False,3
2025-04-21,1594.8,74.5,137.3,84.39999999999999,0.0,False,4
2025-04-22,1221.1999999999998,72.5,48.2,85.8,0.0,False,3
2025-04-23,1638.5,88.3,155.4,73.39999999999999,0.0,False,4
2025-04-24,1740.8,74.0,178.10000000000002,82.0,0.0,False,4
2025-04-25,2040.3,53.599999999999994,213.7,107.5,0.0,False,4
2025-04-26,1130.3,48.8,72.8,70.1,0.0,False,3
2025-04-27,1301.2,72.8,97.60000000000001,69.0,0.0,False,3
2025-04-28,1268.2,75.69999999999999,118.80000000000001,56.099999999999994,0.0,False,3
2025-04-29,1455.3,105.89999999999999,120.3,63.3,0.0,False,4
2025-04-30,2000.6000000000001,104.89999999999999,178.8,96.0,0.0,False,4
2025-05-01,1521.4,64.9,164.60000000000002,70.3,0.0,False,3
2025-05-02,1701.0,67.0,147.3,95.0,0.0,False,3
2025-05-03,395.5,16.1,47.9,17.3,0.0,True,1
2025-05-04,78.0,4.2,5.6,4.4,0.0,True,1
2025-05-05,78.0,4.2,5.6,4.4,0.0,True,1
2025-05-06,1169.1,78.7,87.8,61.1,0.0,False,3
2025-05-07,1447.9,86.7,152.7,55.8,0.0,False,4
2025-05-08,1809.0,85.5,133.4,104.19999999999999,0.0,False,4
2025-05-09,1638.3,59.0,113.3,51.400000000000006,69.28571428571429,False,4
2025-05-10,1427.3,86.0,117.4,67.1,0.0,False,4
2025-05-11,1353.6,87.39999999999999,120.9,60.199999999999996,0.0,False,4
2025-05-12,1351.1999999999998,83.69999999999999,120.4,61.699999999999996,0.0,False,4
2025-05-13,1536.3000000000002,97.0,113.0,79.5,0.0,False,3
2025-05-14,1561.2,73.1,118.8,88.19999999999999,0.0,False,4
2025-05-15,1804.8,56.900000000000006,170.7,103.89999999999999,0.0,False,4
2025-05-16,1354.8000000000002,84.0,130.1,56.7,0.0,False,3
2025-05-17,1712.0,97.5,137.60000000000002,82.4,0.0,False,3
2025-05-18,2189.4,79.0,169.2,122.19999999999999,0.0,False,4
2025-05-19,1313.8,61.0,132.3,60.1,0.0,False,3
2025-05-20,1470.0,70.8,186.7,47.5,0.0,False,3
2025-05-21,1311.6,70.2,103.4,71.10000000000001,0.0,False,4
2025-05-22,1878.6,62.699999999999996,266.3,63.3,0.0,False,4
2025-05-23,1060.7,65.4,56.7,64.8,0.0,False,3
2025-05-24,652.9,41.4,49.400000000000006,33.0,0.0,False,2
2025-05-25,1485.7,71.8,158.7,62.5,0.0,False,3
2025-05-26,1674.7,73.9,175.0,77.0,0.0,False,3
2025-05-27,1294.2,64.9,155.1,46.2,0.0,False,4
2025-05-28,1447.7,95.7,123.1,64.5,0.0,False,4
2025-05-29,1394.3999999999999,108.4,129.5,46.7,0.0,False,3
2025-05-30,2450.0,117.9,157.39999999999998,139.2,0.0,False,4
2025-05-31,1491.4,85.2,149.7,63.4,0.0,False,3
2025-06-01,1668.8000000000002,69.1,142.6,82.2,0.0,False,4
2025-06-02,1453.7,76.2,122.0,74.7,0.0,False,4
2025-06-03,2197.6,106.39999999999999,221.0,91.2,0.0,False,4
2025-06-04,1475.9,61.9,148.1,72.8,0.0,False,4
2025-06-05,1335.1,67.7,114.3,69.0,0.0,False,3
2025-06-06,2023.3000000000002,103.0,220.09999999999997,80.3,0.0,False,4
2025-06-07,1209.0,85.8,128.2,44.5,0.0,False,3
2025-06-08,1258.6,81.9,109.6,54.8,0.0,False,3
2025-06-09,1281.7,94.0,113.6,49.4,0.0,False,4
2025-06-10,1428.9,80.89999999999999,97.7,80.0,0.0,False,4
2025-06-11,1319.8,81.8,103.7,65.2,0.0,False,3
2025-06-12,1634.9,103.60000000000001,145.8,69.5,0.0,False,4
2025-06-13,1504.6,78.9,123.5,54.400000000000006,27.714285714285715,False,4
2025-06-14,66.0,3.6,4.8,3.8,0.0,True,1
2025-06-15,180.5,4.4,31.5,4.0,0.0,True,1
2025-06-23,1226.6,70.0,86.1,66.5,0.0,False,3
2025-06-24,1500.2,106.2,81.5,86.0,0.0,False,4
2025-06-25,1542.5,104.0,136.1,66.4,0.0,False,4
2025-06-26,1503.6,100.7,126.0,66.9,0.0,False,4
2025-06-27,1709.2,99.1,203.1,57.599999999999994,0.0,False,3
2025-06-28,761.4,38.400000000000006,82.0,33.5,0.0,False,2
2025-06-29,1468.4,57.1,142.6,75.0,0.0,False,4
2025-06-30,864.8,44.2,70.8,46.5,0.0,True,3
